#term ID	term description	observed gene count	background gene count	strength	signal	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
hsa04666	Fc gamma R-mediated phagocytosis	13	90	1.63	3.74	4.75e-16	9606.ENSP00000222254,9606.ENSP00000249071,9606.ENSP00000262741,9606.ENSP00000265382,9606.ENSP00000278568,9606.ENSP00000357883,9606.ENSP00000359073,9606.ENSP00000360916,9606.ENSP00000366563,9606.ENSP00000428056,9606.ENSP00000466363,9606.ENSP00000482457,9606.ENSP00000501150	PIK3R2,RAC2,PIK3R3,PIP5K1B,PAK1,PIP5K1A,VAV3,VAV2,PIK3CD,PIK3R1,PIP5K1C,PLCG2,PIK3CB
hsa05135	Yersinia infection	14	124	1.53	3.47	5.31e-16	9606.ENSP00000222254,9606.ENSP00000249071,9606.ENSP00000262741,9606.ENSP00000265382,9606.ENSP00000304283,9606.ENSP00000357883,9606.ENSP00000359073,9606.ENSP00000360916,9606.ENSP00000366563,9606.ENSP00000379350,9606.ENSP00000394560,9606.ENSP00000428056,9606.ENSP00000466363,9606.ENSP00000501150	PIK3R2,RAC2,PIK3R3,PIP5K1B,RAC3,PIP5K1A,VAV3,VAV2,PIK3CD,ITGB1,MAPK9,PIK3R1,PIP5K1C,PIK3CB
hsa04664	Fc epsilon RI signaling pathway	12	65	1.74	3.96	5.36e-16	9606.ENSP00000222254,9606.ENSP00000249071,9606.ENSP00000262741,9606.ENSP00000304283,9606.ENSP00000346671,9606.ENSP00000359073,9606.ENSP00000360916,9606.ENSP00000366563,9606.ENSP00000394560,9606.ENSP00000428056,9606.ENSP00000482457,9606.ENSP00000501150	PIK3R2,RAC2,PIK3R3,RAC3,FYN,VAV3,VAV2,PIK3CD,MAPK9,PIK3R1,PLCG2,PIK3CB
hsa04926	Relaxin signaling pathway	14	126	1.52	3.45	5.59e-16	9606.ENSP00000222254,9606.ENSP00000248564,9606.ENSP00000248572,9606.ENSP00000262741,9606.ENSP00000300873,9606.ENSP00000331902,9606.ENSP00000359675,9606.ENSP00000360021,9606.ENSP00000363411,9606.ENSP00000366563,9606.ENSP00000394560,9606.ENSP00000398629,9606.ENSP00000428056,9606.ENSP00000501150	PIK3R2,GNG11,GNGT1,PIK3R3,GNG8,COL4A5,GNG5,GNG12,GNG10,PIK3CD,MAPK9,GNG4,PIK3R1,PIK3CB
hsa05163	Human cytomegalovirus infection	15	217	1.31	2.7	2.48e-14	9606.ENSP00000222254,9606.ENSP00000248564,9606.ENSP00000248572,9606.ENSP00000249071,9606.ENSP00000262741,9606.ENSP00000300873,9606.ENSP00000304283,9606.ENSP00000359675,9606.ENSP00000360021,9606.ENSP00000363411,9606.ENSP00000366563,9606.ENSP00000398629,9606.ENSP00000428056,9606.ENSP00000495360,9606.ENSP00000501150	PIK3R2,GNG11,GNGT1,RAC2,PIK3R3,GNG8,RAC3,GNG5,GNG12,GNG10,PIK3CD,GNG4,PIK3R1,CTNNB1,PIK3CB
hsa04660	T cell receptor signaling pathway	12	100	1.55	3.21	4.79e-14	9606.ENSP00000222254,9606.ENSP00000262741,9606.ENSP00000278568,9606.ENSP00000314067,9606.ENSP00000346671,9606.ENSP00000353864,9606.ENSP00000359073,9606.ENSP00000360916,9606.ENSP00000366563,9606.ENSP00000394560,9606.ENSP00000428056,9606.ENSP00000501150	PIK3R2,PIK3R3,PAK1,PAK2,FYN,PAK3,VAV3,VAV2,PIK3CD,MAPK9,PIK3R1,PIK3CB
hsa05200	Pathways in cancer	19	515	1.04	1.95	1.22e-13	9606.ENSP00000222254,9606.ENSP00000248564,9606.ENSP00000248572,9606.ENSP00000249071,9606.ENSP00000262741,9606.ENSP00000300873,9606.ENSP00000304283,9606.ENSP00000331902,9606.ENSP00000359675,9606.ENSP00000360021,9606.ENSP00000363411,9606.ENSP00000366563,9606.ENSP00000379350,9606.ENSP00000394560,9606.ENSP00000398629,9606.ENSP00000428056,9606.ENSP00000482457,9606.ENSP00000495360,9606.ENSP00000501150	PIK3R2,GNG11,GNGT1,RAC2,PIK3R3,GNG8,RAC3,COL4A5,GNG5,GNG12,GNG10,PIK3CD,ITGB1,MAPK9,GNG4,PIK3R1,PLCG2,CTNNB1,PIK3CB
hsa04650	Natural killer cell mediated cytotoxicity	12	120	1.47	2.91	3.20e-13	9606.ENSP00000222254,9606.ENSP00000249071,9606.ENSP00000262741,9606.ENSP00000278568,9606.ENSP00000304283,9606.ENSP00000346671,9606.ENSP00000359073,9606.ENSP00000360916,9606.ENSP00000366563,9606.ENSP00000428056,9606.ENSP00000482457,9606.ENSP00000501150	PIK3R2,RAC2,PIK3R3,PAK1,RAC3,FYN,VAV3,VAV2,PIK3CD,PIK3R1,PLCG2,PIK3CB
hsa05231	Choline metabolism in cancer	11	95	1.54	2.95	9.22e-13	9606.ENSP00000222254,9606.ENSP00000249071,9606.ENSP00000262741,9606.ENSP00000265382,9606.ENSP00000304283,9606.ENSP00000357883,9606.ENSP00000366563,9606.ENSP00000394560,9606.ENSP00000428056,9606.ENSP00000466363,9606.ENSP00000501150	PIK3R2,RAC2,PIK3R3,PIP5K1B,RAC3,PIP5K1A,PIK3CD,MAPK9,PIK3R1,PIP5K1C,PIK3CB
hsa04933	AGE-RAGE signaling pathway in diabetic complications	11	96	1.53	2.94	9.73e-13	9606.ENSP00000222254,9606.ENSP00000262741,9606.ENSP00000331902,9606.ENSP00000360431,9606.ENSP00000366563,9606.ENSP00000388631,9606.ENSP00000394560,9606.ENSP00000428056,9606.ENSP00000479636,9606.ENSP00000482457,9606.ENSP00000501150	PIK3R2,PIK3R3,COL4A5,PLCE1,PIK3CD,PLCD4,MAPK9,PIK3R1,PLCD3,PLCG2,PIK3CB
hsa04072	Phospholipase D signaling pathway	12	147	1.39	2.59	2.51e-12	9606.ENSP00000222254,9606.ENSP00000262741,9606.ENSP00000265382,9606.ENSP00000289104,9606.ENSP00000346671,9606.ENSP00000357883,9606.ENSP00000366563,9606.ENSP00000428056,9606.ENSP00000466363,9606.ENSP00000480157,9606.ENSP00000482457,9606.ENSP00000501150	PIK3R2,PIK3R3,PIP5K1B,MRAS,FYN,PIP5K1A,PIK3CD,PIK3R1,PIP5K1C,PIK3R6,PLCG2,PIK3CB
hsa05205	Proteoglycans in cancer	13	194	1.3	2.42	2.51e-12	9606.ENSP00000222254,9606.ENSP00000262741,9606.ENSP00000278568,9606.ENSP00000289104,9606.ENSP00000359073,9606.ENSP00000360431,9606.ENSP00000360916,9606.ENSP00000366563,9606.ENSP00000379350,9606.ENSP00000428056,9606.ENSP00000482457,9606.ENSP00000495360,9606.ENSP00000501150	PIK3R2,PIK3R3,PAK1,MRAS,VAV3,PLCE1,VAV2,PIK3CD,ITGB1,PIK3R1,PLCG2,CTNNB1,PIK3CB
hsa04015	Rap1 signaling pathway	13	201	1.29	2.37	3.51e-12	9606.ENSP00000222254,9606.ENSP00000249071,9606.ENSP00000262741,9606.ENSP00000289104,9606.ENSP00000304283,9606.ENSP00000359073,9606.ENSP00000360431,9606.ENSP00000360916,9606.ENSP00000366563,9606.ENSP00000379350,9606.ENSP00000428056,9606.ENSP00000495360,9606.ENSP00000501150	PIK3R2,RAC2,PIK3R3,MRAS,RAC3,VAV3,PLCE1,VAV2,PIK3CD,ITGB1,PIK3R1,CTNNB1,PIK3CB
hsa04670	Leukocyte transendothelial migration	11	111	1.47	2.73	3.54e-12	9606.ENSP00000222254,9606.ENSP00000249071,9606.ENSP00000262741,9606.ENSP00000359073,9606.ENSP00000360916,9606.ENSP00000366563,9606.ENSP00000379350,9606.ENSP00000428056,9606.ENSP00000482457,9606.ENSP00000495360,9606.ENSP00000501150	PIK3R2,RAC2,PIK3R3,VAV3,VAV2,PIK3CD,ITGB1,PIK3R1,PLCG2,CTNNB1,PIK3CB
hsa04662	B cell receptor signaling pathway	10	78	1.58	2.9	4.18e-12	9606.ENSP00000222254,9606.ENSP00000249071,9606.ENSP00000262741,9606.ENSP00000304283,9606.ENSP00000359073,9606.ENSP00000360916,9606.ENSP00000366563,9606.ENSP00000428056,9606.ENSP00000482457,9606.ENSP00000501150	PIK3R2,RAC2,PIK3R3,RAC3,VAV3,VAV2,PIK3CD,PIK3R1,PLCG2,PIK3CB
hsa04012	ErbB signaling pathway	10	81	1.57	2.85	5.68e-12	9606.ENSP00000222254,9606.ENSP00000262741,9606.ENSP00000278568,9606.ENSP00000314067,9606.ENSP00000353864,9606.ENSP00000366563,9606.ENSP00000394560,9606.ENSP00000428056,9606.ENSP00000482457,9606.ENSP00000501150	PIK3R2,PIK3R3,PAK1,PAK2,PAK3,PIK3CD,MAPK9,PIK3R1,PLCG2,PIK3CB
hsa04151	PI3K-Akt signaling pathway	15	349	1.11	1.95	1.02e-11	9606.ENSP00000222254,9606.ENSP00000248564,9606.ENSP00000248572,9606.ENSP00000262741,9606.ENSP00000300873,9606.ENSP00000331902,9606.ENSP00000359675,9606.ENSP00000360021,9606.ENSP00000363411,9606.ENSP00000366563,9606.ENSP00000379350,9606.ENSP00000398629,9606.ENSP00000428056,9606.ENSP00000480157,9606.ENSP00000501150	PIK3R2,GNG11,GNGT1,PIK3R3,GNG8,COL4A5,GNG5,GNG12,GNG10,PIK3CD,ITGB1,GNG4,PIK3R1,PIK3R6,PIK3CB
hsa05212	Pancreatic cancer	9	71	1.58	2.65	6.76e-11	9606.ENSP00000222254,9606.ENSP00000249071,9606.ENSP00000250617,9606.ENSP00000262741,9606.ENSP00000304283,9606.ENSP00000366563,9606.ENSP00000394560,9606.ENSP00000428056,9606.ENSP00000501150	PIK3R2,RAC2,ARHGEF6,PIK3R3,RAC3,PIK3CD,MAPK9,PIK3R1,PIK3CB
hsa04024	cAMP signaling pathway	12	207	1.24	2.1	8.53e-11	9606.ENSP00000222254,9606.ENSP00000249071,9606.ENSP00000262741,9606.ENSP00000278568,9606.ENSP00000304283,9606.ENSP00000359073,9606.ENSP00000360431,9606.ENSP00000360916,9606.ENSP00000366563,9606.ENSP00000394560,9606.ENSP00000428056,9606.ENSP00000501150	PIK3R2,RAC2,PIK3R3,PAK1,RAC3,VAV3,PLCE1,VAV2,PIK3CD,MAPK9,PIK3R1,PIK3CB
hsa04919	Thyroid hormone signaling pathway	10	120	1.4	2.31	1.85e-10	9606.ENSP00000222254,9606.ENSP00000262741,9606.ENSP00000360431,9606.ENSP00000366563,9606.ENSP00000388631,9606.ENSP00000428056,9606.ENSP00000479636,9606.ENSP00000482457,9606.ENSP00000495360,9606.ENSP00000501150	PIK3R2,PIK3R3,PLCE1,PIK3CD,PLCD4,PIK3R1,PLCD3,PLCG2,CTNNB1,PIK3CB
hsa05210	Colorectal cancer	9	82	1.52	2.48	2.01e-10	9606.ENSP00000222254,9606.ENSP00000249071,9606.ENSP00000262741,9606.ENSP00000304283,9606.ENSP00000366563,9606.ENSP00000394560,9606.ENSP00000428056,9606.ENSP00000495360,9606.ENSP00000501150	PIK3R2,RAC2,PIK3R3,RAC3,PIK3CD,MAPK9,PIK3R1,CTNNB1,PIK3CB
hsa04140	Autophagy - animal	10	131	1.36	2.2	3.90e-10	9606.ENSP00000222254,9606.ENSP00000262741,9606.ENSP00000289104,9606.ENSP00000296003,9606.ENSP00000325285,9606.ENSP00000366563,9606.ENSP00000384651,9606.ENSP00000394560,9606.ENSP00000428056,9606.ENSP00000501150	PIK3R2,PIK3R3,MRAS,MTMR14,MTMR4,PIK3CD,MTMR3,MAPK9,PIK3R1,PIK3CB
hsa04370	VEGF signaling pathway	8	56	1.63	2.55	3.90e-10	9606.ENSP00000222254,9606.ENSP00000249071,9606.ENSP00000262741,9606.ENSP00000304283,9606.ENSP00000366563,9606.ENSP00000428056,9606.ENSP00000482457,9606.ENSP00000501150	PIK3R2,RAC2,PIK3R3,RAC3,PIK3CD,PIK3R1,PLCG2,PIK3CB
hsa04625	C-type lectin receptor signaling pathway	9	101	1.42	2.22	1.03e-09	9606.ENSP00000222254,9606.ENSP00000262741,9606.ENSP00000278568,9606.ENSP00000289104,9606.ENSP00000366563,9606.ENSP00000394560,9606.ENSP00000428056,9606.ENSP00000482457,9606.ENSP00000501150	PIK3R2,PIK3R3,PAK1,MRAS,PIK3CD,MAPK9,PIK3R1,PLCG2,PIK3CB
hsa05211	Renal cell carcinoma	8	65	1.57	2.39	1.08e-09	9606.ENSP00000222254,9606.ENSP00000262741,9606.ENSP00000278568,9606.ENSP00000314067,9606.ENSP00000353864,9606.ENSP00000366563,9606.ENSP00000428056,9606.ENSP00000501150	PIK3R2,PIK3R3,PAK1,PAK2,PAK3,PIK3CD,PIK3R1,PIK3CB
hsa01100	Metabolic pathways	23	1435	0.68	1.02	1.14e-09	9606.ENSP00000180173,9606.ENSP00000255882,9606.ENSP00000264864,9606.ENSP00000265382,9606.ENSP00000296003,9606.ENSP00000325285,9606.ENSP00000345752,9606.ENSP00000356155,9606.ENSP00000357883,9606.ENSP00000359665,9606.ENSP00000360431,9606.ENSP00000362115,9606.ENSP00000363985,9606.ENSP00000366563,9606.ENSP00000371221,9606.ENSP00000384651,9606.ENSP00000388631,9606.ENSP00000445381,9606.ENSP00000466363,9606.ENSP00000479636,9606.ENSP00000482457,9606.ENSP00000497527,9606.ENSP00000501150	MTMR7,PI4KA,PI4K2B,PIP5K1B,MTMR14,MTMR4,MTMR2,PIK3C2B,PIP5K1A,PI4K2A,PLCE1,INPP5B,MTMR8,PIK3CD,MTMR6,MTMR3,PLCD4,PIK3C2G,PIP5K1C,PLCD3,PLCG2,INPP5F,PIK3CB
hsa05131	Shigellosis	11	218	1.18	1.81	2.21e-09	9606.ENSP00000222254,9606.ENSP00000262741,9606.ENSP00000360431,9606.ENSP00000366563,9606.ENSP00000379350,9606.ENSP00000388631,9606.ENSP00000394560,9606.ENSP00000428056,9606.ENSP00000479636,9606.ENSP00000482457,9606.ENSP00000501150	PIK3R2,PIK3R3,PLCE1,PIK3CD,ITGB1,PLCD4,MAPK9,PIK3R1,PLCD3,PLCG2,PIK3CB
hsa04071	Sphingolipid signaling pathway	9	116	1.36	2.06	2.92e-09	9606.ENSP00000222254,9606.ENSP00000249071,9606.ENSP00000262741,9606.ENSP00000304283,9606.ENSP00000346671,9606.ENSP00000366563,9606.ENSP00000394560,9606.ENSP00000428056,9606.ENSP00000501150	PIK3R2,RAC2,PIK3R3,RAC3,FYN,PIK3CD,MAPK9,PIK3R1,PIK3CB
hsa04611	Platelet activation	9	122	1.34	2.0	4.33e-09	9606.ENSP00000222254,9606.ENSP00000262741,9606.ENSP00000346671,9606.ENSP00000366563,9606.ENSP00000379350,9606.ENSP00000428056,9606.ENSP00000480157,9606.ENSP00000482457,9606.ENSP00000501150	PIK3R2,PIK3R3,FYN,PIK3CD,ITGB1,PIK3R1,PIK3R6,PLCG2,PIK3CB
hsa05418	Fluid shear stress and atherosclerosis	9	129	1.32	1.94	6.73e-09	9606.ENSP00000222254,9606.ENSP00000249071,9606.ENSP00000262741,9606.ENSP00000304283,9606.ENSP00000366563,9606.ENSP00000394560,9606.ENSP00000428056,9606.ENSP00000495360,9606.ENSP00000501150	PIK3R2,RAC2,PIK3R3,RAC3,PIK3CD,MAPK9,PIK3R1,CTNNB1,PIK3CB
hsa04371	Apelin signaling pathway	9	133	1.31	1.91	8.46e-09	9606.ENSP00000248564,9606.ENSP00000248572,9606.ENSP00000289104,9606.ENSP00000300873,9606.ENSP00000359675,9606.ENSP00000360021,9606.ENSP00000363411,9606.ENSP00000398629,9606.ENSP00000480157	GNG11,GNGT1,MRAS,GNG8,GNG5,GNG12,GNG10,GNG4,PIK3R6
hsa04722	Neurotrophin signaling pathway	8	112	1.33	1.8	4.99e-08	9606.ENSP00000222254,9606.ENSP00000262741,9606.ENSP00000354207,9606.ENSP00000366563,9606.ENSP00000394560,9606.ENSP00000428056,9606.ENSP00000482457,9606.ENSP00000501150	PIK3R2,PIK3R3,NTRK3,PIK3CD,MAPK9,PIK3R1,PLCG2,PIK3CB
hsa05100	Bacterial invasion of epithelial cells	7	70	1.47	1.94	5.22e-08	9606.ENSP00000222254,9606.ENSP00000262741,9606.ENSP00000366563,9606.ENSP00000379350,9606.ENSP00000428056,9606.ENSP00000495360,9606.ENSP00000501150	PIK3R2,PIK3R3,PIK3CD,ITGB1,PIK3R1,CTNNB1,PIK3CB
hsa04380	Osteoclast differentiation	8	120	1.3	1.73	7.94e-08	9606.ENSP00000222254,9606.ENSP00000262741,9606.ENSP00000346671,9606.ENSP00000366563,9606.ENSP00000394560,9606.ENSP00000428056,9606.ENSP00000482457,9606.ENSP00000501150	PIK3R2,PIK3R3,FYN,PIK3CD,MAPK9,PIK3R1,PLCG2,PIK3CB
hsa04728	Dopaminergic synapse	8	126	1.28	1.68	1.11e-07	9606.ENSP00000248564,9606.ENSP00000248572,9606.ENSP00000300873,9606.ENSP00000359675,9606.ENSP00000360021,9606.ENSP00000363411,9606.ENSP00000394560,9606.ENSP00000398629	GNG11,GNGT1,GNG8,GNG5,GNG12,GNG10,MAPK9,GNG4
hsa04930	Type II diabetes mellitus	6	45	1.6	1.95	1.28e-07	9606.ENSP00000222254,9606.ENSP00000262741,9606.ENSP00000366563,9606.ENSP00000394560,9606.ENSP00000428056,9606.ENSP00000501150	PIK3R2,PIK3R3,PIK3CD,MAPK9,PIK3R1,PIK3CB
hsa04727	GABAergic synapse	7	85	1.39	1.76	1.67e-07	9606.ENSP00000248564,9606.ENSP00000248572,9606.ENSP00000300873,9606.ENSP00000359675,9606.ENSP00000360021,9606.ENSP00000363411,9606.ENSP00000398629	GNG11,GNGT1,GNG8,GNG5,GNG12,GNG10,GNG4
hsa05032	Morphine addiction	7	88	1.38	1.73	2.05e-07	9606.ENSP00000248564,9606.ENSP00000248572,9606.ENSP00000300873,9606.ENSP00000359675,9606.ENSP00000360021,9606.ENSP00000363411,9606.ENSP00000398629	GNG11,GNGT1,GNG8,GNG5,GNG12,GNG10,GNG4
hsa04713	Circadian entrainment	7	91	1.36	1.7	2.48e-07	9606.ENSP00000248564,9606.ENSP00000248572,9606.ENSP00000300873,9606.ENSP00000359675,9606.ENSP00000360021,9606.ENSP00000363411,9606.ENSP00000398629	GNG11,GNGT1,GNG8,GNG5,GNG12,GNG10,GNG4
hsa04723	Retrograde endocannabinoid signaling	8	142	1.23	1.57	2.48e-07	9606.ENSP00000248564,9606.ENSP00000248572,9606.ENSP00000300873,9606.ENSP00000359675,9606.ENSP00000360021,9606.ENSP00000363411,9606.ENSP00000394560,9606.ENSP00000398629	GNG11,GNGT1,GNG8,GNG5,GNG12,GNG10,MAPK9,GNG4
hsa04750	Inflammatory mediator regulation of TRP channels	7	92	1.36	1.69	2.57e-07	9606.ENSP00000222254,9606.ENSP00000262741,9606.ENSP00000366563,9606.ENSP00000394560,9606.ENSP00000428056,9606.ENSP00000482457,9606.ENSP00000501150	PIK3R2,PIK3R3,PIK3CD,MAPK9,PIK3R1,PLCG2,PIK3CB
hsa05222	Small cell lung cancer	7	92	1.36	1.69	2.57e-07	9606.ENSP00000222254,9606.ENSP00000262741,9606.ENSP00000331902,9606.ENSP00000366563,9606.ENSP00000379350,9606.ENSP00000428056,9606.ENSP00000501150	PIK3R2,PIK3R3,COL4A5,PIK3CD,ITGB1,PIK3R1,PIK3CB
hsa05213	Endometrial cancer	6	58	1.49	1.75	4.49e-07	9606.ENSP00000222254,9606.ENSP00000262741,9606.ENSP00000366563,9606.ENSP00000428056,9606.ENSP00000495360,9606.ENSP00000501150	PIK3R2,PIK3R3,PIK3CD,PIK3R1,CTNNB1,PIK3CB
hsa04726	Serotonergic synapse	7	108	1.29	1.55	6.85e-07	9606.ENSP00000248564,9606.ENSP00000248572,9606.ENSP00000300873,9606.ENSP00000359675,9606.ENSP00000360021,9606.ENSP00000363411,9606.ENSP00000398629	GNG11,GNGT1,GNG8,GNG5,GNG12,GNG10,GNG4
