gene_id	ranks.Parkin
ENSG00000161558	3.15715806217257
ENSG00000226396	3.15564931755207
ENSG00000150593	3.15512771039155
ENSG00000198720	3.15320665655172
ENSG00000125611	3.14915965100137
ENSG00000120903	3.14766821732653
ENSG00000104976	3.1454643888639
ENSG00000276334	3.14466585270531
ENSG00000047579	3.14435054267503
ENSG00000237943	3.14361022960095
ENSG00000022355	3.14328102476819
ENSG00000166793	3.14227511556331
ENSG00000188191	3.1388361132517
ENSG00000181458	3.13870462412244
ENSG00000185973	3.13799587678965
ENSG00000290082	3.13122346332956
ENSG00000135519	3.13084946303462
ENSG00000141750	3.13030633016988
ENSG00000197977	3.12970124763775
ENSG00000172794	3.12862302055318
ENSG00000106333	3.12854168507708
ENSG00000253563	3.1266468119925
ENSG00000111276	3.12601319619355
ENSG00000178096	3.12434893565292
ENSG00000061938	3.12160141866042
ENSG00000116981	3.12039444212165
ENSG00000277151	3.1195431057327
ENSG00000103227	3.11926934261326
ENSG00000224116	3.1176410194346
ENSG00000287064	3.11475412836705
ENSG00000164588	3.10974672655002
ENSG00000176920	3.10874470154297
ENSG00000084636	3.10790549300253
ENSG00000186665	3.1067921650089
ENSG00000154608	3.10627639231445
ENSG00000172809	3.10622638205751
ENSG00000104765	3.10235481307889
ENSG00000289498	3.09994524729462
ENSG00000100575	3.09987576063002
ENSG00000157349	3.09931176867996
ENSG00000086506	3.09756512362559
ENSG00000112357	3.09739075442128
ENSG00000115468	3.09665266464499
ENSG00000135596	3.09442731258603
ENSG00000270179	3.09294612543614
ENSG00000164880	3.09140087621
ENSG00000277342	3.09007544070369
ENSG00000085063	3.0894206899745
ENSG00000213672	3.0861066343844
