#term ID	term description	observed gene count	background gene count	strength	signal	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
hsa04012	ErbB signaling pathway	23	81	1.86	7.3	1.84e-32	9606.ENSP00000222254,9606.ENSP00000233154,9606.ENSP00000262741,9606.ENSP00000262995,9606.ENSP00000263967,9606.ENSP00000264033,9606.ENSP00000275493,9606.ENSP00000300574,9606.ENSP00000346300,9606.ENSP00000353864,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000366563,9606.ENSP00000376345,9606.ENSP00000381070,9606.ENSP00000384675,9606.ENSP00000394560,9606.ENSP00000401303,9606.ENSP00000410402,9606.ENSP00000428056,9606.ENSP00000482457,9606.ENSP00000499037,9606.ENSP00000501150	PIK3R2,NCK2,PIK3R3,GAB1,PIK3CA,CBL,EGFR,CRK,CRKL,PAK3,ABL1,SRC,PIK3CD,GRB2,MAP2K7,SOS1,MAPK9,SHC1,MAP2K4,PIK3R1,PLCG2,CBLB,PIK3CB
hsa04360	Axon guidance	27	176	1.59	5.88	1.84e-32	9606.ENSP00000222254,9606.ENSP00000233154,9606.ENSP00000249071,9606.ENSP00000262741,9606.ENSP00000263967,9606.ENSP00000265371,9606.ENSP00000277895,9606.ENSP00000304283,9606.ENSP00000324857,9606.ENSP00000346671,9606.ENSP00000351338,9606.ENSP00000352882,9606.ENSP00000353864,9606.ENSP00000356000,9606.ENSP00000357909,9606.ENSP00000358696,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000363921,9606.ENSP00000366563,9606.ENSP00000377061,9606.ENSP00000379204,9606.ENSP00000425394,9606.ENSP00000428056,9606.ENSP00000482457,9606.ENSP00000497733,9606.ENSP00000501150	PIK3R2,NCK2,RAC2,PIK3R3,PIK3CA,NRP1,ABLIM1,RAC3,SEMA6D,FYN,PLXNB1,PLXNA4,PAK3,PLXNA2,SEMA6C,PLXNA3,ABL1,SRC,PARD3,PIK3CD,PLXNA1,BMP7,ABLIM3,PIK3R1,PLCG2,CDC42,PIK3CB
hsa04722	Neurotrophin signaling pathway	24	112	1.74	6.6	6.74e-32	9606.ENSP00000172229,9606.ENSP00000222254,9606.ENSP00000262741,9606.ENSP00000262995,9606.ENSP00000263967,9606.ENSP00000300574,9606.ENSP00000331602,9606.ENSP00000346300,9606.ENSP00000354207,9606.ENSP00000361264,9606.ENSP00000361423,9606.ENSP00000366563,9606.ENSP00000376345,9606.ENSP00000381070,9606.ENSP00000382423,9606.ENSP00000384675,9606.ENSP00000394560,9606.ENSP00000401303,9606.ENSP00000428056,9606.ENSP00000431418,9606.ENSP00000440273,9606.ENSP00000482457,9606.ENSP00000497733,9606.ENSP00000501150	NGFR,PIK3R2,PIK3R3,GAB1,PIK3CA,CRK,PRKCD,CRKL,NTRK3,RAPGEF1,ABL1,PIK3CD,GRB2,MAP2K7,MAP3K1,SOS1,MAPK9,SHC1,PIK3R1,NTRK1,SH2B2,PLCG2,CDC42,PIK3CB
hsa04664	Fc epsilon RI signaling pathway	20	65	1.9	6.86	4.26e-29	9606.ENSP00000222254,9606.ENSP00000249071,9606.ENSP00000262741,9606.ENSP00000263967,9606.ENSP00000304283,9606.ENSP00000346671,9606.ENSP00000354952,9606.ENSP00000359073,9606.ENSP00000364898,9606.ENSP00000366563,9606.ENSP00000376345,9606.ENSP00000381070,9606.ENSP00000384675,9606.ENSP00000394560,9606.ENSP00000410402,9606.ENSP00000428056,9606.ENSP00000468348,9606.ENSP00000472929,9606.ENSP00000482457,9606.ENSP00000501150	PIK3R2,RAC2,PIK3R3,PIK3CA,RAC3,FYN,GAB2,VAV3,SYK,PIK3CD,GRB2,MAP2K7,SOS1,MAPK9,MAP2K4,PIK3R1,MAP2K6,VAV1,PLCG2,PIK3CB
hsa04510	Focal adhesion	25	195	1.52	5.05	1.68e-28	9606.ENSP00000222254,9606.ENSP00000249071,9606.ENSP00000262741,9606.ENSP00000263967,9606.ENSP00000265382,9606.ENSP00000275493,9606.ENSP00000300574,9606.ENSP00000304283,9606.ENSP00000346300,9606.ENSP00000346671,9606.ENSP00000353864,9606.ENSP00000359073,9606.ENSP00000361264,9606.ENSP00000362680,9606.ENSP00000366563,9606.ENSP00000376345,9606.ENSP00000384675,9606.ENSP00000394560,9606.ENSP00000401303,9606.ENSP00000428056,9606.ENSP00000472929,9606.ENSP00000485033,9606.ENSP00000495360,9606.ENSP00000497733,9606.ENSP00000501150	PIK3R2,RAC2,PIK3R3,PIK3CA,PIP5K1B,EGFR,CRK,RAC3,CRKL,FYN,PAK3,VAV3,RAPGEF1,SRC,PIK3CD,GRB2,SOS1,MAPK9,SHC1,PIK3R1,VAV1,DOCK1,CTNNB1,CDC42,PIK3CB
hsa04015	Rap1 signaling pathway	25	201	1.5	4.96	2.80e-28	9606.ENSP00000172229,9606.ENSP00000222254,9606.ENSP00000249071,9606.ENSP00000262741,9606.ENSP00000263967,9606.ENSP00000275493,9606.ENSP00000286827,9606.ENSP00000289104,9606.ENSP00000295797,9606.ENSP00000300574,9606.ENSP00000304283,9606.ENSP00000346300,9606.ENSP00000359073,9606.ENSP00000361120,9606.ENSP00000361264,9606.ENSP00000362680,9606.ENSP00000363921,9606.ENSP00000366563,9606.ENSP00000382004,9606.ENSP00000428056,9606.ENSP00000468348,9606.ENSP00000472929,9606.ENSP00000495360,9606.ENSP00000497733,9606.ENSP00000501150	NGFR,PIK3R2,RAC2,PIK3R3,PIK3CA,EGFR,TIAM1,MRAS,PRKCI,CRK,RAC3,CRKL,VAV3,RALGDS,RAPGEF1,SRC,PARD3,PIK3CD,CTNND1,PIK3R1,MAP2K6,VAV1,CTNNB1,CDC42,PIK3CB
hsa05135	Yersinia infection	22	124	1.66	5.64	8.45e-28	9606.ENSP00000222254,9606.ENSP00000249071,9606.ENSP00000262741,9606.ENSP00000263967,9606.ENSP00000265382,9606.ENSP00000290246,9606.ENSP00000300574,9606.ENSP00000304283,9606.ENSP00000312185,9606.ENSP00000346300,9606.ENSP00000359073,9606.ENSP00000362680,9606.ENSP00000366563,9606.ENSP00000381070,9606.ENSP00000394560,9606.ENSP00000410402,9606.ENSP00000428056,9606.ENSP00000468348,9606.ENSP00000472929,9606.ENSP00000485033,9606.ENSP00000497733,9606.ENSP00000501150	PIK3R2,RAC2,PIK3R3,PIK3CA,PIP5K1B,ELMO2,CRK,RAC3,ELMO1,CRKL,VAV3,SRC,PIK3CD,MAP2K7,MAPK9,MAP2K4,PIK3R1,MAP2K6,VAV1,DOCK1,CDC42,PIK3CB
hsa04062	Chemokine signaling pathway	24	186	1.52	4.96	1.55e-27	9606.ENSP00000222254,9606.ENSP00000249071,9606.ENSP00000262741,9606.ENSP00000263967,9606.ENSP00000286827,9606.ENSP00000300574,9606.ENSP00000304283,9606.ENSP00000312185,9606.ENSP00000331602,9606.ENSP00000346300,9606.ENSP00000359073,9606.ENSP00000361009,9606.ENSP00000362680,9606.ENSP00000363921,9606.ENSP00000365012,9606.ENSP00000366563,9606.ENSP00000376345,9606.ENSP00000384675,9606.ENSP00000401303,9606.ENSP00000428056,9606.ENSP00000472929,9606.ENSP00000482457,9606.ENSP00000497733,9606.ENSP00000501150	PIK3R2,RAC2,PIK3R3,PIK3CA,TIAM1,CRK,RAC3,ELMO1,PRKCD,CRKL,VAV3,PREX1,SRC,PARD3,HCK,PIK3CD,GRB2,SOS1,SHC1,PIK3R1,VAV1,PLCG2,CDC42,PIK3CB
hsa04014	Ras signaling pathway	25	225	1.45	4.62	2.51e-27	9606.ENSP00000172229,9606.ENSP00000222254,9606.ENSP00000249071,9606.ENSP00000262741,9606.ENSP00000262995,9606.ENSP00000263967,9606.ENSP00000275493,9606.ENSP00000286827,9606.ENSP00000289104,9606.ENSP00000304283,9606.ENSP00000353864,9606.ENSP00000354952,9606.ENSP00000361120,9606.ENSP00000361423,9606.ENSP00000366563,9606.ENSP00000372924,9606.ENSP00000376345,9606.ENSP00000384675,9606.ENSP00000394560,9606.ENSP00000401303,9606.ENSP00000428056,9606.ENSP00000431418,9606.ENSP00000482457,9606.ENSP00000497733,9606.ENSP00000501150	NGFR,PIK3R2,RAC2,PIK3R3,GAB1,PIK3CA,EGFR,TIAM1,MRAS,RAC3,PAK3,GAB2,RALGDS,ABL1,PIK3CD,RALBP1,GRB2,SOS1,MAPK9,SHC1,PIK3R1,NTRK1,PLCG2,CDC42,PIK3CB
hsa04666	Fc gamma R-mediated phagocytosis	19	90	1.73	5.57	3.07e-25	9606.ENSP00000222254,9606.ENSP00000249071,9606.ENSP00000262741,9606.ENSP00000263967,9606.ENSP00000265382,9606.ENSP00000300574,9606.ENSP00000331602,9606.ENSP00000346300,9606.ENSP00000354952,9606.ENSP00000359073,9606.ENSP00000364898,9606.ENSP00000365012,9606.ENSP00000366563,9606.ENSP00000428056,9606.ENSP00000472929,9606.ENSP00000482457,9606.ENSP00000485033,9606.ENSP00000497733,9606.ENSP00000501150	PIK3R2,RAC2,PIK3R3,PIK3CA,PIP5K1B,CRK,PRKCD,CRKL,GAB2,VAV3,SYK,HCK,PIK3CD,PIK3R1,VAV1,PLCG2,DOCK1,CDC42,PIK3CB
hsa04810	Regulation of actin cytoskeleton	22	209	1.43	4.13	1.95e-23	9606.ENSP00000222254,9606.ENSP00000249071,9606.ENSP00000250617,9606.ENSP00000262741,9606.ENSP00000263967,9606.ENSP00000265382,9606.ENSP00000275493,9606.ENSP00000286827,9606.ENSP00000289104,9606.ENSP00000300574,9606.ENSP00000304283,9606.ENSP00000346300,9606.ENSP00000353864,9606.ENSP00000359073,9606.ENSP00000362680,9606.ENSP00000366563,9606.ENSP00000384675,9606.ENSP00000428056,9606.ENSP00000472929,9606.ENSP00000485033,9606.ENSP00000497733,9606.ENSP00000501150	PIK3R2,RAC2,ARHGEF6,PIK3R3,PIK3CA,PIP5K1B,EGFR,TIAM1,MRAS,CRK,RAC3,CRKL,PAK3,VAV3,SRC,PIK3CD,SOS1,PIK3R1,VAV1,DOCK1,CDC42,PIK3CB
hsa05100	Bacterial invasion of epithelial cells	17	70	1.79	5.47	1.95e-23	9606.ENSP00000222254,9606.ENSP00000262741,9606.ENSP00000262995,9606.ENSP00000263967,9606.ENSP00000264033,9606.ENSP00000290246,9606.ENSP00000300574,9606.ENSP00000312185,9606.ENSP00000346300,9606.ENSP00000362680,9606.ENSP00000366563,9606.ENSP00000401303,9606.ENSP00000428056,9606.ENSP00000485033,9606.ENSP00000495360,9606.ENSP00000497733,9606.ENSP00000501150	PIK3R2,PIK3R3,GAB1,PIK3CA,CBL,ELMO2,CRK,ELMO1,CRKL,SRC,PIK3CD,SHC1,PIK3R1,DOCK1,CTNNB1,CDC42,PIK3CB
hsa04660	T cell receptor signaling pathway	17	100	1.64	4.6	3.76e-21	9606.ENSP00000222254,9606.ENSP00000233154,9606.ENSP00000262741,9606.ENSP00000263967,9606.ENSP00000346671,9606.ENSP00000353864,9606.ENSP00000359073,9606.ENSP00000366563,9606.ENSP00000376345,9606.ENSP00000381070,9606.ENSP00000384675,9606.ENSP00000394560,9606.ENSP00000428056,9606.ENSP00000472929,9606.ENSP00000497733,9606.ENSP00000499037,9606.ENSP00000501150	PIK3R2,NCK2,PIK3R3,PIK3CA,FYN,PAK3,VAV3,PIK3CD,GRB2,MAP2K7,SOS1,MAPK9,PIK3R1,VAV1,CDC42,CBLB,PIK3CB
hsa04072	Phospholipase D signaling pathway	18	147	1.5	3.99	3.82e-20	9606.ENSP00000222254,9606.ENSP00000262741,9606.ENSP00000262995,9606.ENSP00000263967,9606.ENSP00000265382,9606.ENSP00000275493,9606.ENSP00000289104,9606.ENSP00000346671,9606.ENSP00000354952,9606.ENSP00000361120,9606.ENSP00000364898,9606.ENSP00000366563,9606.ENSP00000376345,9606.ENSP00000384675,9606.ENSP00000401303,9606.ENSP00000428056,9606.ENSP00000482457,9606.ENSP00000501150	PIK3R2,PIK3R3,GAB1,PIK3CA,PIP5K1B,EGFR,MRAS,FYN,GAB2,RALGDS,SYK,PIK3CD,GRB2,SOS1,SHC1,PIK3R1,PLCG2,PIK3CB
hsa05205	Proteoglycans in cancer	19	194	1.4	3.61	1.19e-19	9606.ENSP00000222254,9606.ENSP00000262741,9606.ENSP00000262995,9606.ENSP00000263967,9606.ENSP00000264033,9606.ENSP00000275493,9606.ENSP00000286827,9606.ENSP00000289104,9606.ENSP00000359073,9606.ENSP00000362680,9606.ENSP00000366563,9606.ENSP00000376345,9606.ENSP00000384675,9606.ENSP00000428056,9606.ENSP00000472929,9606.ENSP00000482457,9606.ENSP00000495360,9606.ENSP00000497733,9606.ENSP00000501150	PIK3R2,PIK3R3,GAB1,PIK3CA,CBL,EGFR,TIAM1,MRAS,VAV3,SRC,PIK3CD,GRB2,SOS1,PIK3R1,VAV1,PLCG2,CTNNB1,CDC42,PIK3CB
hsa04910	Insulin signaling pathway	17	132	1.52	3.96	2.23e-19	9606.ENSP00000222254,9606.ENSP00000262741,9606.ENSP00000263967,9606.ENSP00000264033,9606.ENSP00000295797,9606.ENSP00000300574,9606.ENSP00000346300,9606.ENSP00000361264,9606.ENSP00000366563,9606.ENSP00000376345,9606.ENSP00000384675,9606.ENSP00000394560,9606.ENSP00000401303,9606.ENSP00000428056,9606.ENSP00000440273,9606.ENSP00000499037,9606.ENSP00000501150	PIK3R2,PIK3R3,PIK3CA,CBL,PRKCI,CRK,CRKL,RAPGEF1,PIK3CD,GRB2,SOS1,MAPK9,SHC1,PIK3R1,SH2B2,CBLB,PIK3CB
hsa05211	Renal cell carcinoma	14	65	1.74	4.45	1.06e-18	9606.ENSP00000222254,9606.ENSP00000262741,9606.ENSP00000262995,9606.ENSP00000263967,9606.ENSP00000300574,9606.ENSP00000346300,9606.ENSP00000353864,9606.ENSP00000361264,9606.ENSP00000366563,9606.ENSP00000376345,9606.ENSP00000384675,9606.ENSP00000428056,9606.ENSP00000497733,9606.ENSP00000501150	PIK3R2,PIK3R3,GAB1,PIK3CA,CRK,CRKL,PAK3,RAPGEF1,PIK3CD,GRB2,SOS1,PIK3R1,CDC42,PIK3CB
hsa04935	Growth hormone synthesis, secretion and action	16	117	1.54	3.93	1.25e-18	9606.ENSP00000222254,9606.ENSP00000262741,9606.ENSP00000263967,9606.ENSP00000300574,9606.ENSP00000346300,9606.ENSP00000366563,9606.ENSP00000376345,9606.ENSP00000382423,9606.ENSP00000384675,9606.ENSP00000394560,9606.ENSP00000401303,9606.ENSP00000410402,9606.ENSP00000428056,9606.ENSP00000468348,9606.ENSP00000482457,9606.ENSP00000501150	PIK3R2,PIK3R3,PIK3CA,CRK,CRKL,PIK3CD,GRB2,MAP3K1,SOS1,MAPK9,SHC1,MAP2K4,PIK3R1,MAP2K6,PLCG2,PIK3CB
hsa04650	Natural killer cell mediated cytotoxicity	16	120	1.53	3.87	1.71e-18	9606.ENSP00000222254,9606.ENSP00000249071,9606.ENSP00000262741,9606.ENSP00000263967,9606.ENSP00000304283,9606.ENSP00000346671,9606.ENSP00000359073,9606.ENSP00000364898,9606.ENSP00000366563,9606.ENSP00000376345,9606.ENSP00000384675,9606.ENSP00000401303,9606.ENSP00000428056,9606.ENSP00000472929,9606.ENSP00000482457,9606.ENSP00000501150	PIK3R2,RAC2,PIK3R3,PIK3CA,RAC3,FYN,VAV3,SYK,PIK3CD,GRB2,SOS1,SHC1,PIK3R1,VAV1,PLCG2,PIK3CB
hsa05212	Pancreatic cancer	14	71	1.7	4.28	2.72e-18	9606.ENSP00000222254,9606.ENSP00000249071,9606.ENSP00000250617,9606.ENSP00000262741,9606.ENSP00000263967,9606.ENSP00000275493,9606.ENSP00000304283,9606.ENSP00000361120,9606.ENSP00000366563,9606.ENSP00000372924,9606.ENSP00000394560,9606.ENSP00000428056,9606.ENSP00000497733,9606.ENSP00000501150	PIK3R2,RAC2,ARHGEF6,PIK3R3,PIK3CA,EGFR,RAC3,RALGDS,PIK3CD,RALBP1,MAPK9,PIK3R1,CDC42,PIK3CB
hsa05220	Chronic myeloid leukemia	14	75	1.68	4.18	5.13e-18	9606.ENSP00000222254,9606.ENSP00000262741,9606.ENSP00000263967,9606.ENSP00000264033,9606.ENSP00000300574,9606.ENSP00000346300,9606.ENSP00000354952,9606.ENSP00000361423,9606.ENSP00000366563,9606.ENSP00000376345,9606.ENSP00000384675,9606.ENSP00000401303,9606.ENSP00000428056,9606.ENSP00000501150	PIK3R2,PIK3R3,PIK3CA,CBL,CRK,CRKL,GAB2,ABL1,PIK3CD,GRB2,SOS1,SHC1,PIK3R1,PIK3CB
hsa04662	B cell receptor signaling pathway	14	78	1.66	4.1	8.02e-18	9606.ENSP00000222254,9606.ENSP00000249071,9606.ENSP00000262741,9606.ENSP00000263967,9606.ENSP00000304283,9606.ENSP00000359073,9606.ENSP00000364898,9606.ENSP00000366563,9606.ENSP00000376345,9606.ENSP00000384675,9606.ENSP00000428056,9606.ENSP00000472929,9606.ENSP00000482457,9606.ENSP00000501150	PIK3R2,RAC2,PIK3R3,PIK3CA,RAC3,VAV3,SYK,PIK3CD,GRB2,SOS1,PIK3R1,VAV1,PLCG2,PIK3CB
hsa05210	Colorectal cancer	14	82	1.64	4.0	1.44e-17	9606.ENSP00000222254,9606.ENSP00000249071,9606.ENSP00000262741,9606.ENSP00000263967,9606.ENSP00000275493,9606.ENSP00000304283,9606.ENSP00000361120,9606.ENSP00000366563,9606.ENSP00000376345,9606.ENSP00000384675,9606.ENSP00000394560,9606.ENSP00000428056,9606.ENSP00000495360,9606.ENSP00000501150	PIK3R2,RAC2,PIK3R3,PIK3CA,EGFR,RAC3,RALGDS,PIK3CD,GRB2,SOS1,MAPK9,PIK3R1,CTNNB1,PIK3CB
hsa05231	Choline metabolism in cancer	14	95	1.58	3.72	8.89e-17	9606.ENSP00000222254,9606.ENSP00000249071,9606.ENSP00000262741,9606.ENSP00000263967,9606.ENSP00000265382,9606.ENSP00000275493,9606.ENSP00000304283,9606.ENSP00000361120,9606.ENSP00000366563,9606.ENSP00000376345,9606.ENSP00000384675,9606.ENSP00000394560,9606.ENSP00000428056,9606.ENSP00000501150	PIK3R2,RAC2,PIK3R3,PIK3CA,PIP5K1B,EGFR,RAC3,RALGDS,PIK3CD,GRB2,SOS1,MAPK9,PIK3R1,PIK3CB
hsa01521	EGFR tyrosine kinase inhibitor resistance	13	77	1.64	3.76	2.84e-16	9606.ENSP00000222254,9606.ENSP00000262741,9606.ENSP00000262995,9606.ENSP00000263967,9606.ENSP00000275493,9606.ENSP00000362680,9606.ENSP00000366563,9606.ENSP00000376345,9606.ENSP00000384675,9606.ENSP00000401303,9606.ENSP00000428056,9606.ENSP00000482457,9606.ENSP00000501150	PIK3R2,PIK3R3,GAB1,PIK3CA,EGFR,SRC,PIK3CD,GRB2,SOS1,SHC1,PIK3R1,PLCG2,PIK3CB
hsa05131	Shigellosis	17	218	1.3	2.91	3.53e-16	9606.ENSP00000222254,9606.ENSP00000262741,9606.ENSP00000263967,9606.ENSP00000275493,9606.ENSP00000290246,9606.ENSP00000300574,9606.ENSP00000312185,9606.ENSP00000331602,9606.ENSP00000346300,9606.ENSP00000362680,9606.ENSP00000366563,9606.ENSP00000394560,9606.ENSP00000428056,9606.ENSP00000482457,9606.ENSP00000485033,9606.ENSP00000497733,9606.ENSP00000501150	PIK3R2,PIK3R3,PIK3CA,EGFR,ELMO2,CRK,ELMO1,PRKCD,CRKL,SRC,PIK3CD,MAPK9,PIK3R1,PLCG2,DOCK1,CDC42,PIK3CB
hsa05200	Pathways in cancer	22	515	1.04	2.16	7.23e-16	9606.ENSP00000222254,9606.ENSP00000249071,9606.ENSP00000262741,9606.ENSP00000263967,9606.ENSP00000264033,9606.ENSP00000275493,9606.ENSP00000300574,9606.ENSP00000304283,9606.ENSP00000346300,9606.ENSP00000361120,9606.ENSP00000361423,9606.ENSP00000366563,9606.ENSP00000372924,9606.ENSP00000376345,9606.ENSP00000384675,9606.ENSP00000394560,9606.ENSP00000428056,9606.ENSP00000431418,9606.ENSP00000482457,9606.ENSP00000495360,9606.ENSP00000497733,9606.ENSP00000501150	PIK3R2,RAC2,PIK3R3,PIK3CA,CBL,EGFR,CRK,RAC3,CRKL,RALGDS,ABL1,PIK3CD,RALBP1,GRB2,SOS1,MAPK9,PIK3R1,NTRK1,PLCG2,CTNNB1,CDC42,PIK3CB
hsa05167	Kaposi sarcoma-associated herpesvirus infection	16	187	1.34	2.98	7.92e-16	9606.ENSP00000222254,9606.ENSP00000262741,9606.ENSP00000263967,9606.ENSP00000361009,9606.ENSP00000362680,9606.ENSP00000364898,9606.ENSP00000365012,9606.ENSP00000366563,9606.ENSP00000381070,9606.ENSP00000394560,9606.ENSP00000410402,9606.ENSP00000428056,9606.ENSP00000468348,9606.ENSP00000482457,9606.ENSP00000495360,9606.ENSP00000501150	PIK3R2,PIK3R3,PIK3CA,PREX1,SRC,SYK,HCK,PIK3CD,MAP2K7,MAPK9,MAP2K4,PIK3R1,MAP2K6,PLCG2,CTNNB1,PIK3CB
hsa04380	Osteoclast differentiation	14	120	1.47	3.28	1.45e-15	9606.ENSP00000222254,9606.ENSP00000262741,9606.ENSP00000263967,9606.ENSP00000346671,9606.ENSP00000354952,9606.ENSP00000364898,9606.ENSP00000366563,9606.ENSP00000376345,9606.ENSP00000381070,9606.ENSP00000394560,9606.ENSP00000428056,9606.ENSP00000468348,9606.ENSP00000482457,9606.ENSP00000501150	PIK3R2,PIK3R3,PIK3CA,FYN,GAB2,SYK,PIK3CD,GRB2,MAP2K7,MAPK9,PIK3R1,MAP2K6,PLCG2,PIK3CB
hsa04926	Relaxin signaling pathway	14	126	1.45	3.19	2.63e-15	9606.ENSP00000222254,9606.ENSP00000262741,9606.ENSP00000263967,9606.ENSP00000275493,9606.ENSP00000362680,9606.ENSP00000366563,9606.ENSP00000376345,9606.ENSP00000381070,9606.ENSP00000384675,9606.ENSP00000394560,9606.ENSP00000401303,9606.ENSP00000410402,9606.ENSP00000428056,9606.ENSP00000501150	PIK3R2,PIK3R3,PIK3CA,EGFR,SRC,PIK3CD,GRB2,MAP2K7,SOS1,MAPK9,SHC1,MAP2K4,PIK3R1,PIK3CB
hsa05418	Fluid shear stress and atherosclerosis	14	129	1.44	3.15	3.45e-15	9606.ENSP00000222254,9606.ENSP00000249071,9606.ENSP00000262741,9606.ENSP00000263967,9606.ENSP00000304283,9606.ENSP00000362680,9606.ENSP00000366563,9606.ENSP00000381070,9606.ENSP00000394560,9606.ENSP00000410402,9606.ENSP00000428056,9606.ENSP00000468348,9606.ENSP00000495360,9606.ENSP00000501150	PIK3R2,RAC2,PIK3R3,PIK3CA,RAC3,SRC,PIK3CD,MAP2K7,MAPK9,MAP2K4,PIK3R1,MAP2K6,CTNNB1,PIK3CB
hsa04625	C-type lectin receptor signaling pathway	13	101	1.52	3.29	5.45e-15	9606.ENSP00000222254,9606.ENSP00000262741,9606.ENSP00000263967,9606.ENSP00000289104,9606.ENSP00000331602,9606.ENSP00000362680,9606.ENSP00000364898,9606.ENSP00000366563,9606.ENSP00000394560,9606.ENSP00000428056,9606.ENSP00000482457,9606.ENSP00000499037,9606.ENSP00000501150	PIK3R2,PIK3R3,PIK3CA,MRAS,PRKCD,SRC,SYK,PIK3CD,MAPK9,PIK3R1,PLCG2,CBLB,PIK3CB
hsa05163	Human cytomegalovirus infection	16	217	1.28	2.71	6.05e-15	9606.ENSP00000222254,9606.ENSP00000249071,9606.ENSP00000262741,9606.ENSP00000263967,9606.ENSP00000275493,9606.ENSP00000300574,9606.ENSP00000304283,9606.ENSP00000346300,9606.ENSP00000362680,9606.ENSP00000366563,9606.ENSP00000376345,9606.ENSP00000384675,9606.ENSP00000428056,9606.ENSP00000468348,9606.ENSP00000495360,9606.ENSP00000501150	PIK3R2,RAC2,PIK3R3,PIK3CA,EGFR,CRK,RAC3,CRKL,SRC,PIK3CD,GRB2,SOS1,PIK3R1,MAP2K6,CTNNB1,PIK3CB
hsa04370	VEGF signaling pathway	11	56	1.7	3.55	1.57e-14	9606.ENSP00000222254,9606.ENSP00000249071,9606.ENSP00000262741,9606.ENSP00000263967,9606.ENSP00000304283,9606.ENSP00000362680,9606.ENSP00000366563,9606.ENSP00000428056,9606.ENSP00000482457,9606.ENSP00000497733,9606.ENSP00000501150	PIK3R2,RAC2,PIK3R3,PIK3CA,RAC3,SRC,PIK3CD,PIK3R1,PLCG2,CDC42,PIK3CB
hsa04670	Leukocyte transendothelial migration	13	111	1.48	3.12	1.57e-14	9606.ENSP00000222254,9606.ENSP00000249071,9606.ENSP00000262741,9606.ENSP00000263967,9606.ENSP00000359073,9606.ENSP00000366563,9606.ENSP00000382004,9606.ENSP00000428056,9606.ENSP00000472929,9606.ENSP00000482457,9606.ENSP00000495360,9606.ENSP00000497733,9606.ENSP00000501150	PIK3R2,RAC2,PIK3R3,PIK3CA,VAV3,PIK3CD,CTNND1,PIK3R1,VAV1,PLCG2,CTNNB1,CDC42,PIK3CB
hsa05161	Hepatitis B	14	158	1.36	2.8	4.04e-14	9606.ENSP00000222254,9606.ENSP00000262741,9606.ENSP00000263967,9606.ENSP00000362680,9606.ENSP00000366563,9606.ENSP00000376345,9606.ENSP00000381070,9606.ENSP00000382423,9606.ENSP00000384675,9606.ENSP00000394560,9606.ENSP00000410402,9606.ENSP00000428056,9606.ENSP00000468348,9606.ENSP00000501150	PIK3R2,PIK3R3,PIK3CA,SRC,PIK3CD,GRB2,MAP2K7,MAP3K1,SOS1,MAPK9,MAP2K4,PIK3R1,MAP2K6,PIK3CB
hsa05206	MicroRNAs in cancer	14	159	1.35	2.79	4.27e-14	9606.ENSP00000222254,9606.ENSP00000262741,9606.ENSP00000263967,9606.ENSP00000275493,9606.ENSP00000300574,9606.ENSP00000346300,9606.ENSP00000361423,9606.ENSP00000366563,9606.ENSP00000376345,9606.ENSP00000384675,9606.ENSP00000401303,9606.ENSP00000428056,9606.ENSP00000482457,9606.ENSP00000501150	PIK3R2,PIK3R3,PIK3CA,EGFR,CRK,CRKL,ABL1,PIK3CD,GRB2,SOS1,SHC1,PIK3R1,PLCG2,PIK3CB
hsa05170	Human immunodeficiency virus 1 infection	15	203	1.28	2.61	4.53e-14	9606.ENSP00000222254,9606.ENSP00000249071,9606.ENSP00000262741,9606.ENSP00000263967,9606.ENSP00000300574,9606.ENSP00000304283,9606.ENSP00000346300,9606.ENSP00000353864,9606.ENSP00000366563,9606.ENSP00000381070,9606.ENSP00000394560,9606.ENSP00000428056,9606.ENSP00000468348,9606.ENSP00000482457,9606.ENSP00000501150	PIK3R2,RAC2,PIK3R3,PIK3CA,CRK,RAC3,CRKL,PAK3,PIK3CD,MAP2K7,MAPK9,PIK3R1,MAP2K6,PLCG2,PIK3CB
hsa04750	Inflammatory mediator regulation of TRP channels	12	92	1.52	3.13	5.56e-14	9606.ENSP00000222254,9606.ENSP00000262741,9606.ENSP00000263967,9606.ENSP00000331602,9606.ENSP00000362680,9606.ENSP00000366563,9606.ENSP00000394560,9606.ENSP00000428056,9606.ENSP00000431418,9606.ENSP00000468348,9606.ENSP00000482457,9606.ENSP00000501150	PIK3R2,PIK3R3,PIK3CA,PRKCD,SRC,PIK3CD,MAPK9,PIK3R1,NTRK1,MAP2K6,PLCG2,PIK3CB
hsa01522	Endocrine resistance	12	94	1.51	3.09	6.85e-14	9606.ENSP00000222254,9606.ENSP00000262741,9606.ENSP00000263967,9606.ENSP00000275493,9606.ENSP00000362680,9606.ENSP00000366563,9606.ENSP00000376345,9606.ENSP00000384675,9606.ENSP00000394560,9606.ENSP00000401303,9606.ENSP00000428056,9606.ENSP00000501150	PIK3R2,PIK3R3,PIK3CA,EGFR,SRC,PIK3CD,GRB2,SOS1,MAPK9,SHC1,PIK3R1,PIK3CB
